State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
SC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),66.00 ,"25, 26",10/01/2021,09/30/2022
SC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,66.00 ,25,10/01/2021,09/30/2022
SC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),66.00 ,25,10/01/2021,09/30/2022
SC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),66.00 ,25,10/01/2021,09/30/2022
SC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),66.00 ,25,10/01/2021,09/30/2022
SC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),66.00 ,25,10/01/2021,09/30/2022
SC,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,66.00 ,26,10/01/2021,09/30/2022
SC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,66.00 ,"25, 26",01/01/2021,12/31/2021
SC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,66.00 ,25,10/01/2021,09/30/2022
SC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,65.00 ,"25, 26",01/01/2021,12/31/2021
SC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,65.00 ,5,01/01/2021,12/31/2021
SC,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,65.00 ,26,10/01/2021,09/30/2022
SC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65.00 ,"25, 26",10/01/2021,09/30/2022
SC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,65.00 ,"25, 26",10/01/2021,09/30/2022
SC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,65.00 ,"25, 26",10/01/2021,09/30/2022
SC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,65.00 ,"25, 26",10/01/2021,09/30/2022
SC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,65.00 ,"25, 26",10/01/2021,09/30/2022
SD,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,65.00 ,,07/01/2022,09/30/2022
SD,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,65.00 ,,10/01/2021,03/31/2022
SD,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,65.00 ,"25, 26",10/01/2021,09/30/2022
SD,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),65.00 ,"25, 26",10/01/2021,09/30/2022
SD,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),65.00 ,"25, 26",10/01/2021,09/30/2022
SD,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),65.00 ,"25, 26",10/01/2021,09/30/2022
SD,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),65.00 ,"25, 26",10/01/2021,09/30/2022
SD,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,64.00 ,25,10/01/2021,09/30/2022
SD,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),64.00 ,25,10/01/2021,09/30/2022
SD,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),64.00 ,25,10/01/2021,09/30/2022
SD,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),64.00 ,25,10/01/2021,09/30/2022
SD,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),64.00 ,25,10/01/2021,09/30/2022
SD,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,64.00 ,26,10/01/2021,09/30/2022
SD,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,64.00 ,"25, 26",01/01/2021,12/31/2021
SD,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,64.00 ,25,10/01/2021,09/30/2022
SD,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,64.00 ,"25, 26",01/01/2021,12/31/2021
SD,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,64.00 ,5,01/01/2021,12/31/2021
SD,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,64.00 ,26,10/01/2021,09/30/2022
SD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64.00 ,"25, 26",10/01/2021,09/30/2022
SD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64.00 ,"25, 26",10/01/2021,09/30/2022
SD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,63.00 ,"25, 26",10/01/2021,09/30/2022
SD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,63.00 ,"25, 26",10/01/2021,09/30/2022
SD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,63.00 ,"25, 26",10/01/2021,09/30/2022
TN,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,63.00 ,,07/01/2022,09/30/2022
TN,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,63.00 ,,10/01/2021,03/31/2022
TN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,63.00 ,"25, 26",10/01/2021,09/30/2022
TN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),63.00 ,"25, 26",10/01/2021,09/30/2022
TN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),63.00 ,"25, 26",10/01/2021,09/30/2022
TN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),63.00 ,"25, 26",10/01/2021,09/30/2022
TN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),63.00 ,"25, 26",10/01/2021,09/30/2022
TN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,62.00 ,25,10/01/2021,09/30/2022
TN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),62.00 ,25,10/01/2021,09/30/2022
TN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),62.00 ,25,10/01/2021,09/30/2022
TN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),62.00 ,25,10/01/2021,09/30/2022
TN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),62.00 ,25,10/01/2021,09/30/2022
TN,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,62.00 ,26,10/01/2021,09/30/2022
TN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,62.00 ,"25, 26",01/01/2021,12/31/2021
TN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,62.00 ,25,10/01/2021,09/30/2022
TN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,62.00 ,"25, 26",01/01/2021,12/31/2021
TN,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,62.00 ,,01/01/2021,12/31/2021
TN,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,61.00 ,26,10/01/2021,09/30/2022
TN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,61.00 ,"25, 26",10/01/2021,09/30/2022
TN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,61.00 ,"25, 26",10/01/2021,09/30/2022
TN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,61.00 ,"25, 26",10/01/2021,09/30/2022
TN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,61.00 ,"25, 26",10/01/2021,09/30/2022
TN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,61.00 ,"25, 26",10/01/2021,09/30/2022
TX,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,61.00 ,,07/01/2022,09/30/2022
TX,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,60.00 ,,10/01/2021,03/31/2022
TX,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,60.00 ,"25, 26",10/01/2021,09/30/2022
TX,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),60.00 ,"25, 26",10/01/2021,09/30/2022
TX,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),60.00 ,"25, 26",10/01/2021,09/30/2022
TX,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),60.00 ,"25, 26",10/01/2021,09/30/2022
TX,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),60.00 ,"25, 26",10/01/2021,09/30/2022
TX,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,60.00 ,25,10/01/2021,09/30/2022
TX,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),60.00 ,25,10/01/2021,09/30/2022
TX,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),60.00 ,25,10/01/2021,09/30/2022
TX,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),60.00 ,25,10/01/2021,09/30/2022
TX,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),60.00 ,25,10/01/2021,09/30/2022
TX,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,59.00 ,26,10/01/2021,09/30/2022
TX,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,59.00 ,"25, 26",01/01/2021,12/31/2021
TX,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,59.00 ,25,10/01/2021,09/30/2022
TX,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,59.00 ,"25, 26",01/01/2021,12/31/2021
TX,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,59.00 ,,01/01/2021,12/31/2021
TX,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,59.00 ,26,10/01/2021,09/30/2022
TX,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59.00 ,"25, 26",10/01/2021,09/30/2022
TX,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,58.00 ,"25, 26",10/01/2021,09/30/2022
TX,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,58.00 ,"25, 26",10/01/2021,09/30/2022
TX,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,58.00 ,"25, 26",10/01/2021,09/30/2022
TX,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,58.00 ,"25, 26",10/01/2021,09/30/2022
UT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,58.00 ,,07/01/2022,09/30/2022
UT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,58.00 ,,10/01/2021,03/31/2022
UT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,58.00 ,"25, 26",10/01/2021,09/30/2022
UT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),58.00 ,"25, 26",10/01/2021,09/30/2022
UT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),58.00 ,"25, 26",10/01/2021,09/30/2022
UT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),58.00 ,"25, 26",10/01/2021,09/30/2022
UT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),58.00 ,"25, 26",10/01/2021,09/30/2022
UT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,58.00 ,25,10/01/2021,09/30/2022
UT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),57.00 ,25,10/01/2021,09/30/2022
UT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),57.00 ,25,10/01/2021,09/30/2022
UT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),57.00 ,25,10/01/2021,09/30/2022
UT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),57.00 ,25,10/01/2021,09/30/2022
UT,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,57.00 ,26,10/01/2021,09/30/2022
UT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,57.00 ,"25, 26",01/01/2021,12/31/2021
UT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,57.00 ,25,10/01/2021,09/30/2022
UT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,56.00 ,"25, 26",01/01/2021,12/31/2021
UT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,56.00 ,5,01/01/2021,12/31/2021
UT,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,56.00 ,26,10/01/2021,09/30/2022
UT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,56.00 ,"25, 26",10/01/2021,09/30/2022
UT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,56.00 ,"25, 26",10/01/2021,09/30/2022
UT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,56.00 ,"25, 26",10/01/2021,09/30/2022
UT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,56.00 ,"25, 26",10/01/2021,09/30/2022
UT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,56.00 ,"25, 26",10/01/2021,09/30/2022
VA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,56.00 ,,07/01/2022,09/30/2022
VA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,56.00 ,,10/01/2021,03/31/2022
VA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,56.00 ,"25, 26",10/01/2021,09/30/2022
VA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),56.00 ,"25, 26",10/01/2021,09/30/2022
VA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),55.00 ,"25, 26",10/01/2021,09/30/2022
VA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),55.00 ,"25, 26",10/01/2021,09/30/2022
VA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),55.00 ,"25, 26",10/01/2021,09/30/2022
VA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,55.00 ,25,10/01/2021,09/30/2022
VA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),55.00 ,25,10/01/2021,09/30/2022
VA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),55.00 ,25,10/01/2021,09/30/2022
VA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),55.00 ,25,10/01/2021,09/30/2022
VA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),55.00 ,25,10/01/2021,09/30/2022
VA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,54.00 ,26,10/01/2021,09/30/2022
VA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,54.00 ,"25, 26",01/01/2021,12/31/2021
VA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,54.00 ,25,10/01/2021,09/30/2022
VA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,54.00 ,"25, 26",01/01/2021,12/31/2021
VA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,54.00 ,5,01/01/2021,12/31/2021
VA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,54.00 ,26,10/01/2021,09/30/2022
VA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,54.00 ,"25, 26",10/01/2021,09/30/2022
VA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,53.00 ,"25, 26",10/01/2021,09/30/2022
VA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,53.00 ,"25, 26",10/01/2021,09/30/2022
VA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,53.00 ,"25, 26",10/01/2021,09/30/2022
VA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,53.00 ,"25, 26",10/01/2021,09/30/2022
VI,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,53.00 ,5,07/01/2022,09/30/2022
VI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,52.00 ,5,10/01/2021,03/31/2022
VI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,52.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),52.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),52.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),52.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),52.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,51.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),51.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),51.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),51.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),50.00 ,5,10/01/2021,09/30/2022
VI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,50.00 ,5,10/01/2021,09/30/2022
VI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,50.00 ,5,01/01/2021,12/31/2021
VI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,50.00 ,5,10/01/2021,09/30/2022
VI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,50.00 ,5,01/01/2021,12/31/2021
VI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,49.00 ,5,01/01/2021,12/31/2021
VI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,49.00 ,5,10/01/2021,09/30/2022
VI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,49.00 ,5,10/01/2021,09/30/2022
VI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,49.00 ,5,10/01/2021,09/30/2022
VI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,48.00 ,5,10/01/2021,09/30/2022
VI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,48.00 ,5,10/01/2021,09/30/2022
VI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,48.00 ,5,10/01/2021,09/30/2022
VT,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,47.00 ,,07/01/2022,09/30/2022
VT,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,46.00 ,,10/01/2021,03/31/2022
VT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,46.00 ,"25, 26",10/01/2021,09/30/2022
VT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),45.00 ,"25, 26",10/01/2021,09/30/2022
VT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),44.00 ,"25, 26",10/01/2021,09/30/2022
VT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),44.00 ,"25, 26",10/01/2021,09/30/2022
VT,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),44.00 ,"25, 26",10/01/2021,09/30/2022
VT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,44.00 ,25,10/01/2021,09/30/2022
VT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),43.00 ,25,10/01/2021,09/30/2022
VT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),43.00 ,25,10/01/2021,09/30/2022
VT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),43.00 ,25,10/01/2021,09/30/2022
VT,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),42.00 ,25,10/01/2021,09/30/2022
